0011x00000D1xo8AAB,BAR,FAIXA 6,-16.71138889,-49.28777778,1420.814419205405
0011x00000D1xqaAAB,BAR,FAIXA 6,-16.96861111,-48.95138889,1464.4138611188241
0011x00000D1xlEAAR,BAR,FAIXA 6,-15.63444444,-47.65083333,1552.8608492643953
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
0011x00000D1xm3AAB,MINI MERCADO,FAIXA 8,-3.30111111,-60.62166667,0.0
0011x00000D1xo0AAB,MINI MERCADO,FAIXA 8,-3.12027778,-60.03861111,67.77894370445891
0011x00000D1xreAAB,MINI MERCADO,FAIXA 8,-8.74361111,-63.85222222,702.6474310918376
0011x00000D1xq3AAB,MINI MERCADO,FAIXA 8,-1.99888889,-54.08138889,740.7064464580465
0011x00000D1xqZAAR,MINI MERCADO,FAIXA 8,-0.04916667,-51.13805556,1114.1883175963844
0011x00000D1xr9AAB,MINI MERCADO,FAIXA 8,-11.80805556,-49.52444444,1545.2831523856298
0011x00000D1xoKAAR,MINI MERCADO,FAIXA 8,-16.19861111,-52.55611111,1683.482101394091
0011x00000D1xlUAAR,MINI MERCADO,FAIXA 8,-16.52194444,-50.37444444,1847.8303824980824
0011x00000D1xmXAAR,MINI MERCADO,FAIXA 8,-16.80611111,-49.92833333,1902.203551721836
0011x00000D1xmRAAR,MINI MERCADO,FAIXA 8,-16.37527778,-46.90694444,2088.0106788049193
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
0011x00000D1xmDAAR,BAR,FAIXA 7,-1.45888889,-48.47027778,0.0
0011x00000D1xqgAAB,BAR,FAIXA 7,-15.62083333,-46.42305556,1590.5825458320637
0011x00000D1xpiAAB,BAR,FAIXA 7,-15.61138889,-56.02444444,1778.3259910653626
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
0011x00000D1xmEAAR,SUPERMERCADO,FAIXA 7,-11.41555556,-61.47,0.0
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
